id,severity,prompt_style,scenario_topic,prompt_text
059-ฟกช-ำร-นแรง-misspelled,moderate,misspelled,ฟกช้ำรุนแรง,โดนชนแรงๆจนเขียวช้ำ บวมปูดเหมือนห้อเลือด เจ็บมาก ควรประคบไร ตอนนี้ห้ามนวดใช่มั้ย
060-อาหารเป-นพ-ษ-panic,moderate,panic,อาหารเป็นพิษ,น่าจะอาหารเป็นพิษ! อ้วกไม่หยุด ท้องเสียถี่ ปวดบิดมาก กลัวขาดน้ำ ทำไงดีตอนนี้!
060-อาหารเป-นพ-ษ-calm,moderate,calm,อาหารเป็นพิษ,หลังทานอาหารแล้วมีอาเจียนและท้องเสียร่วมกับปวดบิด รู้สึกอ่อนเพลีย กลัวขาดน้ำ ขอคำแนะนำการดูแลตัวเองและการดื่มเกลือแร่ครับ/ค่ะ
060-อาหารเป-นพ-ษ-misspelled,moderate,misspelled,อาหารเป็นพิษ,น่าจะอาหานเปนพิษ กินไปแล้วอ้วก+ท้องเสีย ปวดบิดๆ เพลียมาก ควรกินเกลือแร่ยังไง แล้วต้องระวังอะไรบ้าง
061-สารเคม-เข-าปาก-panic,moderate,panic,สารเคมีเข้าปาก,ช่วยด้วยค่ะ! เผลอกลืน/อมสารทำความสะอาดเข้าไปนิดนึง แสบปากแสบคอมาก ตอนนี้ทำยังไงดี ต้องทำให้อาเจียนไหม?
061-สารเคม-เข-าปาก-calm,moderate,calm,สารเคมีเข้าปาก,เมื่อกี้เผลอกลืนสารทำความสะอาดเข้าปาก รู้สึกแสบปากและคอเล็กน้อย อยากทราบว่าควรบ้วนปาก/ดื่มน้ำได้ไหม และต้องไปพบแพทย์ทันทีหรือเปล่าค่ะ
061-สารเคม-เข-าปาก-misspelled,moderate,misspelled,สารเคมีเข้าปาก,เมื่อกี้เผลออม/กลืนยาทำความสะอาดเข้าปากนิดนึง แสบคอแสบปากมาก ต้องทำไห้ อ้วก ออกไหมคะ หรือควรทำไงดีก่อน
062-อาหารต-ดคอ-ผ-ใหญ-panic,moderate,panic,อาหารติดคอ (ผู้ใหญ่),เขากินแล้วเหมือนอาหารติดคอค่ะ พูดไม่ออก ไอไม่ออก มือจับคอ หน้าเริ่มคล้ำ ทำไงเดี๋ยวนี้!
062-อาหารต-ดคอ-ผ-ใหญ-calm,moderate,calm,อาหารติดคอ (ผู้ใหญ่),มีผู้ใหญ่สำลักอาหารและเหมือนติดคอ พูดไม่ได้และไอไม่ออก แต่ยังรู้สึกตัวอยู่ ขอคำแนะนำวิธีช่วยเหลือที่ถูกต้องและเมื่อไหร่ควรโทร 1669 ค่ะ
062-อาหารต-ดคอ-ผ-ใหญ-misspelled,moderate,misspelled,อาหารติดคอ (ผู้ใหญ่),ผู้ใหญ่กินข้าวแล้วติดคออะค่ะ พูดม่ายได้ ไอก้อไม่ออก จับคอตลอด หน้าเริ่มเขียวๆ ต้องทำไงด่วนๆ
063-แมลงเข-าห-panic,moderate,panic,แมลงเข้าหู,มีแมลงบินเข้าหูค่ะ! รู้สึกมันดิ้นกอกแกก ปวดมาก จะเอาออกยังไงดี ห้ามแคะใช่ไหม?
063-แมลงเข-าห-calm,moderate,calm,แมลงเข้าหู,สงสัยมีแมลงเข้าหู รู้สึกเหมือนมีอะไรขยับและปวดในหู อยากทราบวิธีทำให้มันออกมาอย่างปลอดภัย และอะไรที่ไม่ควรหยอด/ไม่ควรทำค่ะ
063-แมลงเข-าห-misspelled,moderate,misspelled,แมลงเข้าหู,น่าจะมีแมลงบินเข้าหู รุ้สึกดิ้นๆในหู ปวดๆ จะทำไงให้มันออกเองได้มั้ยคะ แหย่คัตตอนบัดได้ปะ
064-ก-ดล-น-panic,moderate,panic,กัดลิ้น,เลือดเต็มปากเลยค่ะ! เหมือนกัดลิ้นเป็นแผล พูดลำบาก เลือดไม่หยุด ทำไงก่อนดี!
064-ก-ดล-น-calm,moderate,calm,กัดลิ้น,มีแผลกัดลิ้น เลือดออกต่อเนื่องและเจ็บมาก ตอนนี้ควรกดแผล/ประคบเย็นอย่างไร และกรณีไหนต้องไปเย็บแผลคะ
064-ก-ดล-น-misspelled,moderate,misspelled,กัดลิ้น,กัดลิ้นตอนกินข้าว เลือดออกเยอะมาก พูดไม่ค่อยได้ กดไว้แปปๆแล้วเหมือนยังไหล ทำไงต่อดีคะ
065-ฝ-น-ผงเข-าตา-panic,moderate,panic,ฝุ่น/ผงเข้าตา,ฝุ่นเข้าตาค่ะ แสบมาก ตาแดง น้ำตาไหล ลืมตาแทบไม่ได้ จะขยี้ก็ทรมาน ทำยังไงดี!
065-ฝ-น-ผงเข-าตา-calm,moderate,calm,ฝุ่น/ผงเข้าตา,มีฝุ่น/ผงเข้าตา รู้สึกเคือง ตาแดง และน้ำตาไหล อยากทราบวิธีล้างตาที่ถูกต้องและสัญญาณที่ควรไปพบแพทย์ค่ะ
065-ฝ-น-ผงเข-าตา-misspelled,moderate,misspelled,ฝุ่น/ผงเข้าตา,ฝุ่นเข้าตา แสบๆเคืองๆ ตาแดงน้ำตาไหล ลืมตาไม่ค่อยขึ้น ควรล้างด้วยน้ำป่าวหรือน้ำเกลือดีคะ
066-น-วบด-ประต-หน-บ-panic,moderate,panic,นิ้วบด / ประตูหนีบ,นิ้วโดนประตูหนีบค่ะ เจ็บจี๊ดๆ บวมเร็วมาก เล็บเริ่มม่วง แหวนติดอยู่ด้วย ต้องทำไงก่อน!
066-น-วบด-ประต-หน-บ-calm,moderate,calm,นิ้วบด / ประตูหนีบ,นิ้วถูกประตูหนีบ มีอาการปวด บวม และช้ำใต้เล็บ ตอนนี้ควรถอดแหวน/ประคบเย็นอย่างไร และต้องดามนิ้วหรือไปตรวจเมื่อไหร่คะ
066-น-วบด-ประต-หน-บ-misspelled,moderate,misspelled,นิ้วบด / ประตูหนีบ,นิ้วโดนประตูหนีบ เจ็บมากกก บวมไว เล็บม่วงๆ แหวนเริ่มถอดยาก ควรทำไงก่อนคะ ประคบเย็นได้เลยมั้ย
067-น-ำตาลในเล-อดต-ำ-panic,moderate,panic,น้ำตาลในเลือดต่ำ,ช่วยด้วยค่ะ ที่คลินิกคนไข้เบาหวานเหงื่อแตก ใจสั่น หิวมากเหมือนจะวูบ หน้ามืดจนยืนไม่ไหว ควรให้กินอะไรหวานๆ ก่อนดีไหมคะ?
067-น-ำตาลในเล-อดต-ำ-calm,moderate,calm,น้ำตาลในเลือดต่ำ,อยู่ที่คลินิก มีผู้ป่วยเป็นเบาหวานมีอาการเหงื่อออก ใจสั่น หิว และหน้ามืดคล้ายจะเป็นลม สงสัยน้ำตาลต่ำ ขอคำแนะนำว่าควรให้คาร์โบไฮเดรตแบบไหนและติดตามอาการอย่างไร
067-น-ำตาลในเล-อดต-ำ-misspelled,moderate,misspelled,น้ำตาลในเลือดต่ำ,อยุ่คลินิกค่ะ คนไข้เบาหวานเหงื่อออก ใจสั่น หิวจัดๆ หน้ามืดจะวูบ ควรให้กินหวานๆ อะไรดี แล้วต้องเช็คน้ำตาลยังไงบ้างคะ
068-ปวดประจำเด-อนร-นแรง-panic,moderate,panic,ปวดประจำเดือนรุนแรง,หนูปวดท้องเมนส์บิดมาก หน้าซีดจะเป็นลม ทนไม่ไหวเลยค่ะ ทำไงดีตอนนี้!
068-ปวดประจำเด-อนร-นแรง-calm,moderate,calm,ปวดประจำเดือนรุนแรง,มีอาการปวดท้องประจำเดือนรุนแรงแบบปวดบิด หน้าซีดและรู้สึกจะเป็นลม ต้องการคำแนะนำการบรรเทาอาการเบื้องต้นและสัญญาณที่ควรไปพบแพทย์ทันที
068-ปวดประจำเด-อนร-นแรง-misspelled,moderate,misspelled,ปวดประจำเดือนรุนแรง,ปวดท้องเมนส์แรงมาก ปวดบิดๆ หน้าซีดจะเปนลม ทนม่ายไหว ควรทำไงก่อนคะ
069-หน-ก-ด-panic,moderate,panic,หนูกัด,โดนหนูกัดค่ะ แผลสกปรกมากมีเลือดออก กลัวติดเชื้อโรคแรงๆ ต้องทำอะไรทันที!
069-หน-ก-ด-calm,moderate,calm,หนูกัด,มีผู้ป่วยถูกหนูกัด มีแผลสกปรกและมีเลือดซึม ต้องการคำแนะนำการล้างแผล/ทำความสะอาดเบื้องต้น การห้ามเลือด และควรไปฉีดวัคซีนอะไรบ้าง
069-หน-ก-ด-misspelled,moderate,misspelled,หนูกัด,โดนหนูกัดมา แผลสกปก มีเลือดออกนิดหน่อย ต้องล้างแผลยังไง แล้วต้องไปฉีดยาอะไรมั้ยคะ
070-ถ-กทำร-ายร-างกาย-ไม-ม-แผลเป-ด-panic,moderate,panic,ถูกทำร้ายร่างกาย (ไม่มีแผลเปิด),เพื่อนโดนรุมเตะต่อยค่ะ ไม่มีแผลเปิดแต่ปวดทั้งตัว ช้ำเยอะ กลัวช้ำใน โดยเฉพาะโดนที่หัวด้วย ทำไงดี!
070-ถ-กทำร-ายร-างกาย-ไม-ม-แผลเป-ด-calm,moderate,calm,ถูกทำร้ายร่างกาย (ไม่มีแผลเปิด),มีผู้ถูกทำร้ายร่างกายแบบแรงกระแทก ไม่มีแผลเปิด แต่มีบวมช้ำและปวดมาก รวมถึงถูกกระแทกศีรษะ ต้องการคำแนะนำการดูแลเบื้องต้นและอาการอันตรายที่ต้องรีบไปโรงพยาบาล
070-ถ-กทำร-ายร-างกาย-ไม-ม-แผลเป-ด-misspelled,moderate,misspelled,ถูกทำร้ายร่างกาย (ไม่มีแผลเปิด),เพื่อนโดนซ้อมมา ไม่มีแผลเปิดแต่ช้ำๆ ปวดตัวมาก โดนหัวด้วย ควรประคบอะไร แล้วต้องสังเกตอาการไหนบ้างคะ
071-โดนสเปรย-พร-กไทย-panic,moderate,panic,โดนสเปรย์พริกไทย,โดนฉีดสเปรย์พริกไทยใส่หน้า แสบตาจนลืมตาไม่ได้ หายใจติดๆ เหมือนจะไม่ออก ช่วยบอกวิธีล้างเดี๋ยวนี้ค่ะ!
071-โดนสเปรย-พร-กไทย-calm,moderate,calm,โดนสเปรย์พริกไทย,มีผู้ได้รับสเปรย์พริกไทยเข้าตาและใบหน้า แสบตามากจนลืมตาลำบากและระคายทางเดินหายใจ ต้องการคำแนะนำขั้นตอนการล้างตา/ล้างปาก การถอดเสื้อผ้าที่ปนเปื้อน และข้อควรหลีกเลี่ยงเพื่อไม่ให้สารกระจาย
071-โดนสเปรย-พร-กไทย-misspelled,moderate,misspelled,โดนสเปรย์พริกไทย,โดนสเปรย์พริกไทยฉีดใส่ แสบตาสุดๆ ลืมตาไม่ขึ้น หายใจขัดนิดหน่อย ต้องล้างตายังไง ใช้น้ำอะไรได้บ้างคะ
072-มดค-นไฟก-ด-panic,moderate,panic,มดคันไฟกัด,โดนมดคันไฟกัดหลายจุด บวมแดงคันมากจะบ้าแล้ว มีตุ่มขึ้นด้วย กลัวแพ้ค่ะต้องทำไง!
072-มดค-นไฟก-ด-calm,moderate,calm,มดคันไฟกัด,มีอาการหลังถูกมดคันไฟกัด บวมแดง คันมากและเริ่มมีตุ่มขึ้น ต้องการคำแนะนำการประคบ/ยาบรรเทาอาการ และอาการแพ้แบบไหนที่ควรไปพบแพทย์ทันที
072-มดค-นไฟก-ด-misspelled,moderate,misspelled,มดคันไฟกัด,โดนมดคันไฟกัด บวมแดง คันมากกก มีตุ่มเหมือนจะเป็นหนอง ต้องประคบเย็นไหม แล้วถ้ามีอาการแพ้ดูยังไงคะ
073-เพล-ยแดด-panic,none,panic,เพลียแดด,ช่วยด้วยค่ะ แม่ตากแดดนานอยู่ข้างนอกแล้วหน้ามืด เหงื่อออกเยอะ ตัวเย็นซีดเหมือนจะเป็นลม ตอนนี้ยังพอพูดได้แต่โซเซมาก ต้องทำไงก่อนคะ
073-เพล-ยแดด-calm,none,calm,เพลียแดด,คนในบ้านตากแดดนานแล้วมีอาการหน้ามืด เหงื่อออกมาก ตัวเย็นและเริ่มจะเป็นลม ตอนนี้ยังรู้สึกตัวอยู่ ขอคำแนะนำวิธีดูแลเบื้องต้นให้ปลอดภัยค่ะ
073-เพล-ยแดด-misspelled,none,misspelled,เพลียแดด,แม่ตากแดดนานมากๆแล้วหน้ามืด เหงื่อออกเยอะ ตัวเย็นๆเหมือนจะเปนลม ยังพอคุยได้แต่โซเซ ต้องทำงัยก่อนคะ
074-ตะคร-ว-panic,none,panic,ตะคริว,โอ๊ยยย เป็นตะคริวที่น่องค่ะ เกร็งจนขยับไม่ได้ ปวดจี๊ดมากเหมือนขาล็อก ทำยังไงให้คลายเร็วๆคะ
074-ตะคร-ว-calm,none,calm,ตะคริว,ตอนนี้มีตะคริวที่น่อง กล้ามเนื้อเกร็งและปวดจนขยับลำบาก อยากทราบวิธีช่วยยืด/คลายตะคริวอย่างถูกต้องค่ะ
074-ตะคร-ว-misspelled,none,misspelled,ตะคริว,เป็นตะคริวที่น่องอะค่ะ เกร็งมาก ปวดจนขยับม่ายได้ เหมือนขาล้อค ช่วยบอกวิธีคลายหน่อยคะ
075-เล-อดกำเดาไหล-panic,none,panic,เลือดกำเดาไหล,เลือดกำเดาไหลไม่หยุดเลยค่ะ ไหลออกจมูกเยอะมาก เมื่อกี้เผลอเงยหน้าแล้วเหมือนเลือดไหลลงคอด้วย ต้องทำยังไงด่วนๆคะ
075-เล-อดกำเดาไหล-calm,none,calm,เลือดกำเดาไหล,มีเลือดออกจมูกอยู่ตอนนี้ เลือดไหลต่อเนื่องและกังวลว่าจะไหลลงคอ ขอคำแนะนำท่าทางที่ควรทำและวิธีห้ามเลือดเบื้องต้นค่ะ
075-เล-อดกำเดาไหล-misspelled,none,misspelled,เลือดกำเดาไหล,เลือดกำเดาไหลไม่หยุดเลยคะ ไหลออกจมูกเยอะ เมื่อกี้เผลอเงยหน้าแล้วเหมือนเลือดไหลลงคอ ต้องทำไงด่วนๆคะ
